Creative Type	Director	Distributor	IMDB Rating	IMDB Votes	MPAA Rating	Major Genre	Production Budget	Release Location	Release Date	Rotten Tomatoes Rating	Running Time (min)	Source	Title	US DVD Sales	US Gross	Worldwide Gross
Contemporary Fiction	Dwight H. Little	Sony Pictures	4.3	9565	PG-13	Horror	25000000	United States	27-Aug-04	0	97	Original Screenplay	Anacondas: The Hunt for the Blood Orchid	0	31526393	70326393
Contemporary Fiction		Sony Pictures	4.2	29430	PG-13	Horror	45000000	United States	11-Apr-97	38	89	Original Screenplay	Anaconda	0	65598907	136998907
Factual	Don Bluth	20th Century Fox	6.6	16513	G	Musical	53000000		14-Nov-97	85	94	Based on Book/Short Story	Anastasia	0	58403409	139801410
Historical Fiction	Adam McKay	Dreamworks SKG	7	78249	PG-13	Comedy	25000000	United States	9-Jul-04	0	104	Original Screenplay	Anchorman: The Legend of Ron Burgundy	0	84136909	89366354
Contemporary Fiction	Ron Howard	Sony Pictures	6.7	60114	PG-13	Thriller/Suspense	150000000		15-May-09	35	0	Based on Book/Short Story	Angels & Demons	32746864	133375846	485975846
Historical Fiction	Alan Parker	Paramount Pictures	7	10185	R	Drama	25000000		24-Dec-99	52	0	Based on Book/Short Story	Angela's Ashes	0	13038660	13038660
Contemporary Fiction		Warner Bros.	5.5	11089	R	Drama	38000000	United States	18-May-01	32	103	Original Screenplay	Angel Eyes	0	24044532	24044532
Contemporary Fiction	Peter Segal	Sony Pictures	6.1	57088	PG-13	Comedy	56000000	United States	11-Apr-03	43	106	Original Screenplay	Anger Management	0	135560942	195660942
Contemporary Fiction		Paramount Pictures	5.7	23259	PG-13	Comedy	17000000	United States	2-Oct-98	11	81	Based on TV	A Night at the Roxbury	0	30331165	30331165
Contemporary Fiction	Luke Greenfield	Sony Pictures	4.6	18601	PG-13	Comedy	22000000	United States	1-Jun-01	30	83	Original Screenplay	The Animal	0	55762229	55762229
Dramatization	Andy Tennant	20th Century Fox	6.5	14881	PG-13	Drama	75000000	Malaysia	17-Dec-99	51	147	Based on Book/Short Story	Anna and the King	0	39251128	39251128
Contemporary Fiction	Harold Ramis	Warner Bros.	5.6	24090	R	Comedy	60000000	United States	6-Dec-02	27	96	Original Screenplay	Analyze That	0	32122249	54994757
Contemporary Fiction	Harold Ramis	Warner Bros.	6.6	52894	R	Comedy	30000000	United States	5-Mar-99	68	103	Original Screenplay	Analyze This	0	106885658	176885658
Kids Fiction		Warner Bros.	6.2	7766	PG	Adventure	45000000	Canada	28-Jul-06	63	0	Based on Book/Short Story	The Ant Bully	28562108	28142535	55181129
Contemporary Fiction		MGM	6	16263	PG-13	Thriller/Suspense	30000000	United States	12-Jan-01	25	0	Original Screenplay	Antitrust	0	10965209	10965209
Dramatization	Sofia Coppola	Sony Pictures	6.4	31877	PG-13	Drama	40000000	Belgium	20-Oct-06	55	0	Based on Book/Short Story	Marie Antoinette	16636006	15962471	60862471
Kids Fiction	Tim Johnson	Dreamworks SKG	6.8	37343	PG	Adventure	60000000	Canada	2-Oct-98	95	83	Original Screenplay	Antz	0	90757863	152457863
Contemporary Fiction	Wayne Wang	20th Century Fox	5.9	8514	PG-13	Drama	23000000	Canada	12-Nov-99	64	114	Based on Book/Short Story	Anywhere But Here	0	18653615	18653615
Historical Fiction	Ed Harris	Warner Bros.	6.8	22836	R	Western	20000000	Canada	19-Sep-08	76	0	Based on Book/Short Story	Appaloosa	10698987	20211394	26111394
Historical Fiction	Mel Gibson	Walt Disney Pictures	7.9	82162	R	Adventure	40000000	United States	8-Dec-06	64	136	Original Screenplay	Apocalypto	43318599	50866635	117785051
Contemporary Fiction		MGM	7.2	12153	PG-13	Comedy	300000	United States	17-Oct-03	85	0	Original Screenplay	Pieces of April	0	2528664	3284124
Contemporary Fiction	Robert Duvall	October Films	7.1	7757	PG-13	Drama	5000000	Canada	17-Dec-97	91	148	Original Screenplay	The Apostle	0	20733485	21277770
Fantasy		20th Century Fox	4.6	9116	PG	Comedy	17000000	United States	3-Mar-06	52	0	Based on Book/Short Story	Aquamarine	29637202	18597342	22978953
Contemporary Fiction	Atom Egoyan	Miramax	6.6	6763	R	Drama	15500000	France	15-Nov-02	56	0	Original Screenplay	Ararat	0	1693000	1693000
Kids Fiction	Brian Levant	Sony Pictures	4.2	8740	PG	Romantic Comedy	20000000		21-Jan-05	12	94	Original Screenplay	Are We There Yet?	0	82674398	97918663
Contemporary Fiction		Sony Pictures	7.2	36051	R	Thriller/Suspense	21500000	Austria	9-Jul-99	60	117	Original Screenplay	Arlington Road	0	24419219	24419219
Contemporary Fiction	Michael Bay	Walt Disney Pictures	6.1	194	PG-13	Adventure	140000000		1-Jul-98	42	150	Original Screenplay	Armageddon	0	201578182	554600000
Kids Fiction		Paramount Pictures	5.3	1629	PG	Adventure	10000000		28-Jun-02	30	0	Based on TV	Hey Arnold! The Movie	0	13684949	13684949
Dramatization	Charles S. Dutton	Paramount Pictures	5.2	3547	PG-13	Drama	39000000	Canada	20-Feb-04	12	0	Based on Real Life Events	Against the Ropes	0	5881504	6429865
Historical Fiction	Antoine Fuqua	Walt Disney Pictures	6.2	53106	PG-13	Adventure	90000000		7-Jul-04	31	126	Traditional/Legend/Fairytale	King Arthur	0	51877963	203877963
Fantasy	Luc Besson	Weinstein Co.	5.9	7626	PG	Adventure	80000000		15-Dec-06	0	122	Based on Book/Short Story	Arthur et les Minimoys	13012362	15132763	110102340
Science Fiction	Steven Spielberg	Warner Bros.	6.9	91901	PG-13	Drama	90000000	United States	29-Jun-01	0	146	Based on Book/Short Story	Artificial Intelligence: AI	0	78616689	235900000
Contemporary Fiction	Christian Duguay	Warner Bros.	5.5	12484	R	Thriller/Suspense	40000000		25-Aug-00	16	117	Original Screenplay	The Art of War	0	30199105	30199105
Super Hero	David Bowers	Summit Entertainment	6.4	5265	PG	Adventure	65000000	Japan	23-Oct-09	0	94	Based on Comic/Graphic Novel	Astro Boy	7166365	19551067	44093014
Historical Fiction	Joel Coen	Focus Features	7.2	32396	R	Comedy	7000000	Canada	2-Oct-09	88	0	Original Screenplay	A Serious Man	3614635	9228788	30710147
Contemporary Fiction	Michael Polish	Warner Bros.	6.4	10506	PG	Drama	13000000		23-Feb-07	0	109	Original Screenplay	The Astronaut Farmer	13774930	11003643	11003643
Contemporary Fiction	James L. Brooks	Sony Pictures	7.8	92240	PG-13	Romantic Comedy	50000000		24-Dec-97	85	138	Original Screenplay	As Good as it Gets	0	148478011	314111923
Historical Fiction		Weinstein Co.	7.6	14548	R	Drama	7000000	Italy	11-Dec-09	85	0	Based on Book/Short Story	A Single Man	2010869	9176000	19112672
Contemporary Fiction	Sam Raimi	Paramount Pictures	7.6	29095	R	Drama	17000000	Canada	11-Dec-98	90	121	Based on Book/Short Story	A Simple Plan	0	16316273	16316273
Contemporary Fiction		Focus/Rogue Pictures	7.4	13456	R	Action	30000000		19-Jan-05	60	0	Remake	Assault On Precinct 13	0	20040895	36040895
Science Fiction		New Line	4.9	20259	R	Thriller/Suspense	34000000		27-Aug-99	16	0	Original Screenplay	The Astronaut's Wife	0	10672566	10672566
	Joe Carnahan	20th Century Fox	7.2	29886	PG-13	Action	110000000	United States	11-Jun-10	47	119	Based on TV	The A-Team	0	77222099	176047914
Contemporary Fiction		MGM	5.6	6872	PG-13	Drama	40000000	United States	15-Jan-99	33	128	Original Screenplay	At First Sight	0	22365133	22365133
Science Fiction		First Look	0	0	R	Comedy	750000		13-Apr-07	0	0	Based on TV	Aqua Teen Hunger Force: The Movie	12134593	5520368	5520368
Contemporary Fiction		Warner Bros.	4.7	5480	PG-13	Comedy	17000000	United States	31-Mar-06	63	0	Original Screenplay	ATL	29368071	21170563	21170563
Kids Fiction	Gary Trousdale	Walt Disney Pictures	6.4	15552	PG	Adventure	90000000		8-Jun-01	0	96	Based on Book/Short Story	Atlantis: The Lost Empire	0	84052762	186049020
Fantasy		Warner Bros.	6.8	16336	PG-13	Drama	31000000	Canada	28-Sep-01	49	101	Based on Book/Short Story	Hearts in Atlantis	0	24185781	30885781
Contemporary Fiction	Joan Chen	MGM	4.8	9309	PG-13	Drama	40000000	United States	11-Aug-00	21	106	Original Screenplay	Autumn in New York	0	37752931	90717684
Contemporary Fiction	Joe Wright	Focus Features	7.9	75491	R	Drama	30000000	Sweden	7-Dec-07	83	130	Based on Book/Short Story	Atonement	15678677	50980159	129425746
Contemporary Fiction		Lionsgate	6.7	26634	R	Black Comedy	4000000	United States	11-Oct-02	44	0	Based on Book/Short Story	The Rules of Attraction	0	6525762	11799060
Fantasy		Warner Bros.	7.5	28650	PG	Drama	25000000	United States	17-Nov-07	37	113	Based on Real Life Events	August Rush	22082092	31664162	65627510
Historical Fiction		Sony Pictures	7.5	45611	PG-13	Musical	45000000	Canada	14-Sep-07	53	133	Original Screenplay	Across the Universe	25759408	24343673	29367143
Historical Fiction	Jay Roach	New Line	6.6	81005	PG-13	Comedy	35000000	United States	10-Jun-99	0	95	Original Screenplay	Austin Powers: The Spy Who Shagged Me	0	206040085	309600000
Science Fiction	Jay Roach	New Line	6.2	69140	PG-13	Comedy	63000000	United States	25-Jul-02	54	94	Original Screenplay	Austin Powers in Goldmember	0	213117789	292738626
Contemporary Fiction	Jay Roach	New Line	7.1	74487	PG-13	Comedy	18000000	Austin Powers	2-May-97	0	89	Original Screenplay	Austin Powers: International Man of Mystery	0	53883989	67683989
Historical Fiction	Baz Luhrmann	20th Century Fox	6.8	38089	PG-13	Drama	78000000	Australia	26-Nov-08	54	0	Original Screenplay	Australia	28789275	49551662	207482792
Dramatization	Paul Schrader	Sony Pictures Classics	6.6	7236	R	Drama	7000000	Canada	18-Oct-02	72	0	Based on Book/Short Story	Auto Focus	0	2062066	2703821
Science Fiction	James Cameron	20th Century Fox	8.3	261439	PG-13	Action	237000000	United Kingdom	18-Dec-09	83	0	Original Screenplay	Avatar	146153933	760167650	2767891499
Contemporary Fiction		Warner Bros.	3.4	21432	PG-13	Action	60000000	Israel	14-Aug-98	15	91	Based on TV	The Avengers	0	23385416	48585416
Dramatization	Martin Scorsese	Miramax	7.6	85740	PG-13	Drama	110000000	United States	17-Dec-04	88	170	Based on Real Life Events	The Aviator	0	102608827	214608827
Science Fiction	Paul Anderson	20th Century Fox	5.4	63019	PG-13	Horror	70000000		13-Aug-04	0	101	Spin-Off	AVP: Alien Vs. Predator	0	80281096	172543519
Historical Fiction	Frank Coraci	Walt Disney Pictures	5.6	21516	PG	Adventure	110000000	United States	16-Jun-04	30	120	Remake	Around the World in 80 Days	0	24004159	72004159
Contemporary Fiction		Weinstein Co.	6.5	26076	R	Thriller/Suspense	8600000	United States	30-Nov-07	24	0	Original Screenplay	Awake	13038208	14373825	30757745
Dramatization		Sony Pictures Classics	6.8	1798	PG-13	Drama	8000000		6-Jun-08	0	0	Based on Book/Short Story	And When Did You Last See Your Father?	0	1071240	2476491
Contemporary Fiction	Sam Mendes	Focus Features	7.3	14929	R	Comedy	21000000	United States	5-Jun-09	66	98	Original Screenplay	Away We Go	3788940	9451946	10108016
Contemporary Fiction		20th Century Fox	6.1	22157	R	Thriller/Suspense	50000000		28-Sep-01	23	113	Based on Book/Short Story	Don't Say a Word	0	54997476	104488383
Kids Fiction	George Miller	Universal	6.1	9918	G	Adventure	80000000	United States	25-Nov-98	61	75	Based on Book/Short Story	Babe: Pig in the City	0	18319860	69131860
Contemporary Fiction	Alejandro Gonzalez Inarritu	Paramount Vantage	7.6	95122	R	Drama	20000000	France	27-Oct-06	69	0	Original Screenplay	Babel	31459208	34302837	135302837
Science Fiction	Mathieu Kassovitz	20th Century Fox	5.3	27189	PG-13	Action	45000000		29-Aug-08	7	100	Based on Book/Short Story	Babylon A.D.	16787309	22532572	70216497
Contemporary Fiction		Miramax	4	2010	PG-13	Comedy	12000000		9-Jan-04	0	0	Original Screenplay	My Baby's Daddy	0	17321573	17322212
Kids Fiction		Sony Pictures	1.4	10886	PG	Comedy	20000000		27-Aug-04	0	0	Original Screenplay	Super Babies: Baby Geniuses 2	0	9109322	9109322
Kids Fiction		Sony Pictures	2.2	9038	PG	Comedy	13000000	United States	12-Mar-99	2	94	Original Screenplay	Baby Geniuses	0	27151490	27151490
Contemporary Fiction	Michael Bay	Sony Pictures	6.2	58002	R	Action	130000000	United States	18-Jul-03	24	147	Original Screenplay	Bad Boys II	0	138540870	272940870
Contemporary Fiction	Joel Schumacher	Walt Disney Pictures	5.3	17901	PG-13	Action	70000000	Colombia	7-Jun-02	10	117	Original Screenplay	Bad Company	0	30157016	69157016
Historical Fiction	Pedro Almodovar	Sony Pictures Classics	7.5	21756	NC-17	Drama	5000000		19-Nov-04	0	0	Original Screenplay	La mala educacin	0	5211842	40311842
Contemporary Fiction	Werner Herzog	First Look	0	0	R	Drama	25000000		20-Nov-09	87	0	Remake	Bad Lieutenant: Port of Call New Orleans	3902817	1702112	8162545
Contemporary Fiction	Richard Linklater	Paramount Pictures	7.1	7749	PG-13	Comedy	35000000		22-Jul-05	0	0	Remake	The Bad News Bears	0	32868349	33500620
Contemporary Fiction	Joel Coen	Focus Features	7.2	92553	R	Black Comedy	37000000	Italy	12-Sep-08	78	0	Original Screenplay	Burn After Reading	19163475	60355347	163415735
Contemporary Fiction	Antoine Fuqua	Warner Bros.	5.6	5143	R	Action	35000000	Canada	15-Sep-00	26	0	Original Screenplay	Bait	0	15325127	15471969
Contemporary Fiction		Miramax	4.9	7779	PG-13	Romantic Comedy	16000000	United States	16-Jun-00	11	94	Original Screenplay	Boys and Girls	0	21799652	21799652
Contemporary Fiction	James Toback	Sony Pictures	6.6	452	R	Drama	10000000		5-Apr-00	0	0	Original Screenplay	Black and White	0	5241315	5241315
Contemporary Fiction	Oxide Pang Chun	Lionsgate	5.4	20931	R	Action	45000000	Spain	5-Sep-08	9	98	Remake	Bangkok Dangerous	15494886	15298133	46598133
Contemporary Fiction		20th Century Fox	5.5	7435	R	Comedy	10000000	France	20-Sep-02	47	98	Original Screenplay	The Banger Sisters	0	30306281	38067218
Contemporary Fiction		Miramax	7.8	14322	R	Drama	5000000	France	9-May-03	0	0	Original Screenplay	Les invasions barbares	0	8460000	8460000
Kids Fiction		Polygram	2.1	1456	G	Adventure	15000000		3-Apr-98	0	0	Based on TV	Barney's Great Adventure	0	11156471	11156471
Contemporary Fiction	Michael Caton-Jones	Sony Pictures	3.9	16784	R	Thriller/Suspense	70000000	Spain	31-Mar-06	7	0	Original Screenplay	Basic Instinct 2	6188980	5946136	35417162
Contemporary Fiction	John McTiernan	Sony Pictures	6.3	25960	R	Thriller/Suspense	50000000	Canada	28-Mar-03	21	98	Original Screenplay	Basic	0	26599248	42598498
Super Hero	Christopher Nolan	Warner Bros.	8.3	270641	PG-13	Action	150000000		15-Jun-05	84	140	Based on Comic/Graphic Novel	Batman Begins	0	205343774	372353017
Science Fiction		Warner Bros.	2.3	39316	PG-13	Action	80000000	United States	12-May-00	0	121	Based on Book/Short Story	Battlefield Earth: A Saga of the Year 3000	0	21471685	29725663
Super Hero	Christopher Nolan	Warner Bros.	8.9	465000	PG-13	Action	185000000		18-Jul-08	93	152	Based on Comic/Graphic Novel	The Dark Knight	234119058	533345358	1022345358
Science Fiction		Sony/Columbia	3.3	5565	R	Horror	6500000	United States	22-Oct-99	17	0	Original Screenplay	Bats	0	10155691	10155691
		Miramax	6.1	2524	PG-13	Comedy	1000000	United States	22-Aug-03	43	0	Original Screenplay	The Battle of Shaker Heights	0	280351	280351
Contemporary Fiction	John Singleton	Sony Pictures	6.1	4485	R	Drama	16000000	United States	27-Jun-01	69	130	Original Screenplay	Baby Boy	0	28734552	28734552
Fantasy	David Fincher	Paramount Pictures	8	137120	PG-13	Drama	160000000	Australia	25-Dec-08	72	167	Based on Book/Short Story	The Curious Case of Benjamin Button	42850598	127509326	329809326
Contemporary Fiction		Universal	6.1	16128	PG-13	Comedy	0	United States	25-Apr-08	63	99	Original Screenplay	Baby Mama	24304275	60494212	64391484
Fantasy	Chuck Russell	Paramount Pictures	4.8	7765	R	Thriller/Suspense	40000000	United States	11-Aug-00	3	108	Based on Book/Short Story	Bless the Child	0	29374178	40435694
Contemporary Fiction		New Line	4.8	9030	PG-13	Romantic Comedy	21000000	United States	5-Nov-99	9	101	Remake	The Bachelor	0	21731001	36882378
Contemporary Fiction		Sony Pictures Classics	6.6	3731	R	Comedy	1000000	United States	29-Sep-00	0	0	Original Screenplay	The Broken Hearts Club: A Romantic Comedy	0	1744858	2022442
Contemporary Fiction	F. Gary Gray	MGM	5.6	32082	PG-13	Comedy	75000000	Canada	4-Mar-05	30	115	Based on Book/Short Story	Be Cool	0	55849401	94849401
Contemporary Fiction	Dennis Dugan	Sony Pictures	4.7	48	PG-13	Comedy	30000000		25-Jun-99	40	95	Original Screenplay	Big Daddy	0	163479795	234779795
Contemporary Fiction	Harold Ramis	20th Century Fox	5.9	30946	PG-13	Comedy	48000000	Malaysia	20-Oct-00	49	93	Remake	Bedazzled	0	37879996	90376224
Contemporary Fiction	Ridley Scott	Warner Bros.	7.2	53921	R	Thriller/Suspense	67500000	United States	10-Oct-08	52	129	Based on Book/Short Story	Body of Lies	22024703	39394666	108394666
Historical Fiction	Edward Zwick	Warner Bros.	8	118925	R	Action	100000000	United States	8-Dec-06	62	143	Original Screenplay	Blood Diamond	62588936	57377916	171377916
Contemporary Fiction		Universal	6	28950	G	Comedy	25000000		24-Aug-07	50	88	Based on TV	Mr. Bean's Holiday	28248145	33302167	229736344
Contemporary Fiction	Sally Field	Destination Films	4.4	2238	PG-13	Drama	9000000	Canada	29-Sep-00	15	0	Original Screenplay	Beautiful	0	3134509	3134509
Contemporary Fiction	Mike Judge	Paramount Pictures	6.6	22918	PG-13	Comedy	12000000		20-Dec-96	71	80	Based on TV	Beavis and Butt-head Do America	0	63118386	63118386
Contemporary Fiction	Gurinder Chadha	Fox Searchlight	6.9	41052	PG-13	Drama	5000000		12-Mar-03	0	112	Original Screenplay	Bend it Like Beckham	0	32543449	76583333
Contemporary Fiction	Todd Field	Miramax	7.5	20888	R	Drama	1700000	United States	23-Nov-01	93	130	Based on Book/Short Story	In the Bedroom	0	35930604	43430604
Kids Fiction	Steve Hickner	Paramount Pictures	6.3	30575	PG	Comedy	150000000	United Kingdom	2-Nov-07	51	90	Original Screenplay	Bee Movie	79628881	126631277	287594577
Contemporary Fiction		Freestyle Releasing	0	0	R	Comedy	2800000		15-Sep-06	0	0	Original Screenplay	Artie Lange's Beer League	0	475000	475000
Fantasy	Spike Jonze	USA Films	7.9	113568	R	Black Comedy	13000000	Italy	29-Oct-99	92	112	Original Screenplay	Being John Malkovich	0	22858926	32382381
Historical Fiction		20th Century Fox	6.1	32575	PG-13	Action	40000000	United States	30-Nov-01	36	106	Original Screenplay	Behind Enemy Lines	0	58855732	58855732
Contemporary Fiction		Roadside Attractions	7.3	6562	PG-13	Drama	3300000	United Kingdom	26-Oct-07	0	0	Original Screenplay	Bella	5935632	8093373	9220041
Historical Fiction	Jonathan Demme	Walt Disney Pictures	5.3	102	R	Drama	53000000		16-Oct-98	77	172	Based on Book/Short Story	Beloved	0	22852487	22852487
Historical Fiction		Sony Pictures	7.7	19761	PG-13	Musical	2000000		26-Nov-03	0	0	Original Screenplay	Les Triplettes de Belleville	0	7301288	14440113
Factual		Universal	7.2	4067	R	Documentary	500000	United States	22-Oct-99	82	0	Based on Real Life Events	Beyond the Mat	0	2047570	2047570
Contemporary Fiction	Dennis Dugan	Sony Pictures	5.4	17824	PG-13	Comedy	35000000	Canada	7-Apr-06	12	0	Original Screenplay	The Benchwarmers	32764806	59843754	64843754
Fantasy	M. Night Shyamalan	Paramount Pictures	4.4	16600		Adventure	150000000		1-Jul-10	7	103	Based on TV	The Last Airbender	0	131591957	290191957
Fantasy	Robert Zemeckis	Paramount Pictures	6.6	62513	PG-13	Adventure	150000000	United States	16-Nov-07	70	115	Based on Book/Short Story	Beowulf	35961910	82195215	194995215
Historical Fiction		Miramax	6.7	9345	PG	Comedy	15000000	United States	22-May-02	58	0	Based on Play	The Importance of Being Earnest	0	8378141	8378141
Contemporary Fiction	Bille Woodruff	MGM	5.3	5468	PG-13	Comedy	25000000	United States	30-Mar-05	38	0	Spin-Off	Beauty Shop	0	36351350	38351350
Contemporary Fiction	Justin Lin	Paramount Pictures	7.1	5959	R	Drama	250000		11-Apr-03	0	0	Original Screenplay	Better Luck Tomorrow	0	3802390	3809226
Contemporary Fiction	Shawn Levy	Universal	5.2	9877	PG	Comedy	15000000	United States	8-Feb-02	43	88	Original Screenplay	Big Fat Liar	0	47811275	52375275
