IMDB Rating	IMDB Votes	Production Budget	Release Date	Rotten Tomatoes Rating	Running Time (min)	US DVD Sales	US Gross	Worldwide Gross
7.4	32172	38000000	29-Dec-99	83	125	0	50699241	73956241
6.7	67798	45000000	21-Mar-97	82	87	0	181410615	302710615
7.7	86428	20000000	6-Dec-02	37	0	0	1190018	5345869
5.8	7855	23000000	9-Jan-04	19	0	0	12189514	12291975
6.4	16266	22000000	23-Nov-05	0	0	2836487	4835065	9448623
7.2	5122	700000	7-Sep-01	83	0	0	1138836	1138836
7.2	57889	50000000	10-Dec-04	53	118	0	24006726	34806726
7.3	37628	50000000	21-Feb-03	20	0	0	19694635	28920188
5.3	99	75000000	16-Apr-99	50	108	0	64062587	73521587
4.4	4870	30000000	3-Jul-02	56	99	0	51432423	62432423
7.1	25611	80000000	21-Jun-02	0	85	0	145771527	245800000
6.9	3855	8300000	4-Jun-99	0	0	0	2016687	2016687
5.4	2257	13000000	10-Nov-99	38	0	0	5871603	5871603
6.5	3040	12000000	30-Oct-98	58	0	0	12905901	12905901
4.7	10199	15000000	2-May-03	40	94	0	42734455	55534455
6.3	4576	30000000	14-May-10	42	0	0	53032453	68332453
6.1	1482	6000000	5-Apr-02	0	0	0	54606	54606
7.8	54022	6000000	27-Sep-06	87	121	16836991	17606684	48363516
6.7	15197	55000000	22-Jul-98	0	0	0	1147784	1147784
6.8	4126	1000000	30-Dec-02	0	0	0	211724	211724
8	151013	8000000	26-Jul-06	91	101	55501748	59891098	100523181
6.7	13550	10500000	20-Apr-07	44	98	9876018	11052958	14140402
6.2	22264	35000000	9-Nov-07	27	90	9203604	14998070	63211088
7.7	181	2000000	10-Feb-06	0	0	0	12667	12667
6.1	33866	50000000	7-Feb-03	43	116	0	105807520	177079973
5	12877	20000000	21-Jul-00	25	0	0	15464026	18250106
0	0	25000000	23-Apr-10	48	97	7360965	23591432	23591432
6.6	5790	9600000	28-Apr-06	0	0	0	2484186	3650302
4.8	31611	80000000	3-Apr-98	26	131	0	69117629	136117629
4.8	118	14000000	23-Apr-99	13	0	0	6552255	6552255
0	0	17000000	20-Aug-10	32	0	0	23602581	23602581
6.7	5835	15000000	21-Apr-00	81	125	0	27441122	27709625
6.7	1165	10000000	14-Mar-97	67	0	0	12554569	12554569
5.1	2446	15000000	21-May-99	33	0	0	8322608	8322608
6.8	3936	250000	28-Jun-02	0	0	0	4210379	4695781
8.7	326950	94000000	18-Dec-02	0	179	0	341784377	926284377
8.8	364077	94000000	17-Dec-03	0	201	0	377027325	1133027325
8.8	387438	109000000	19-Dec-01	0	178	0	314776170	868621686
7.7	80124	42000000	16-Sep-05	61	0	0	24149632	62142629
0	0	1350000	5-Mar-99	0	0	0	3897569	25297569
5.7	2711	40000000	24-Sep-04	60	0	0	463730	463730
6.7	4585	500000	24-Mar-06	0	91	0	154187	154187
5.4	12250	67000000	17-Aug-07	17	101	0	5932060	21439015
7.8	106002	120000000	5-Dec-03	65	154	0	111110575	456810575
5.7	1012	2200000	9-Feb-07	19	0	0	388390	388390
3.9	7210	20000000	31-Mar-10	19	108	20035017	62950384	75850384
5.3	3228	4000000	10-Sep-99	19	0	0	2793776	2793776
7.9	130998	4000000	12-Sep-03	94	102	0	44585453	106454000
7	3463	12000000	15-Feb-02	0	0	0	2326407	2326407
4.5	6639	28000000	13-Oct-00	7	0	0	16779636	31320293
7	3465	18000000	15-Jan-10	0	0	0	6616974	6616974
6	77124	75000000	22-May-97	0	134	0	229086679	786686679
5.1	15422	35000000	3-Jul-07	7	90	22782913	43799818	70799818
6	8604	80000000	14-Nov-03	57	0	0	20950820	54540662
4.4	839	3000000	9-Apr-10	0	0	3346596	2848587	2848587
6.4	47846	140000000	10-Jul-98	54	127	0	130444603	285400000
5.7	97	64000000	14-Jul-06	12	0	32799301	58636047	101636047
7.1	4719	14000000	26-Sep-08	36	104	0	266967	266967
5.9	9870	55000000	4-May-07	28	122	853973	5755286	6521829
4.3	467	1000000	5-May-00	0	0	0	428535	428535
7.6	15440	15000000	28-Sep-07	0	156	0	4604982	65696051
6.8	5909	35000000	26-Sep-03	44	0	0	5781086	29465190
7.9	97921	45000000	7-Nov-03	63	135	0	59472278	247967903
5.3	2202	22000000	27-Oct-00	53	0	0	13555988	13555988
6.6	32049	65000000	11-Dec-09	32	0	8474087	44028238	94702568
4.7	14178	50000000	22-Jun-05	42	95	0	66010682	144110682
6.2	13612	50000000	17-Sep-99	64	137	0	35188640	46112640
6.9	4541	9000000	2-Apr-10	50	0	0	20987	20987
5.5	6111	18000000	18-Sep-09	17	0	7174988	22965110	30206355
5.6	6923	40000000	6-Apr-01	33	0	0	4777007	16172200
8.5	75070	2000000	9-Feb-07	0	0	4225830	11284657	75284657
5.6	163	25000000	30-Jun-10	13	117	0	134904	134904
7.6	21412	15500000	8-Jun-07	0	0	0	10299782	83499782
0	0	180000000	9-Dec-05	76	140	352582053	291710957	748806957
6.2	39752	82000000	27-May-05	31	113	0	158119460	190320568
6.1	9611	50000000	7-Nov-97	37	0	0	10561038	10561038
6.3	9720	5000000	13-Jul-01	70	0	0	5308707	5476060
6.8	30285	150000000	7-Nov-08	64	0	108725804	180010950	599516844
6.6	56480	75000000	27-May-05	55	83	0	193595521	532680671
7.4	2562	500000	13-May-05	83	0	0	8117961	9079042
6.4	536	14000000	22-Apr-05	0	0	0	517262	517262
5	7706	10000000	24-Jul-98	0	83	0	19843795	30143795
5.3	23753	26000000	16-Jan-09	35	91	53105030	146336178	180449670
5.7	14953	36000000	4-Apr-03	11	110	0	26500000	44114828
7.7	75256	60000000	23-Apr-04	38	146	0	77906816	118706816
4.2	3432	50000000	25-Feb-05	8	0	0	19699706	22099706
7.4	49481	52000000	22-Dec-99	62	118	0	34580635	47407635
6.3	11307	20000000	14-Nov-97	40	0	0	13801755	13801755
2.4	3449	20000000	22-Aug-03	10	0	0	1646664	1646664
6.4	4358	12000000	7-Mar-08	0	0	0	1506998	1506998
4.5	13157	15000000	13-Oct-06	20	91	26786370	18844784	22165608
2	15800	100000000	18-Feb-05	6	0	0	17018422	59918422
6.9	25035	10000000	30-Dec-05	76	74	5309636	12578537	17290120
8.7	380934	65000000	31-Mar-99	86	136	0	171479930	460279930
5.1	2490	12000000	5-Oct-01	26	0	0	17292381	17292381
5.8	41	1750000	7-Feb-03	0	0	0	145540	145540
7.8	5699	350000	8-Jul-05	98	0	0	1531154	1722277
7.4	51760	16000000	15-Aug-08	82	0	8276490	23213577	77213577
6.6	46548	5000000	19-Apr-02	75	95	0	241438208	368744044
5.8	14617	20000000	19-Sep-08	15	103	18449619	19219250	34787111
4.5	8211	75000000	23-Feb-01	20	0	0	5409517	5409517
3.1	3362	20000000	21-Mar-08	30	0	18271961	41975388	41975388
5.7	18037	14000000	16-Jan-09	0	101	20831900	51545952	98817028
5.6	5733	30000000	5-May-06	0	97	0	669625	35869934
3.9	3466	42000000	18-Apr-97	3	0	0	4408420	4408420
0	0	27000000	2-Nov-07	0	107	7705880	7500310	9076823
6.7	36553	80000000	30-Jul-04	81	129	0	65948711	96148711
5.7	16646	40000000	20-Aug-99	44	103	0	33864342	53864342
7.5	59493	21500000	5-Oct-07	90	0	18802372	49033882	92987651
7.5	63632	135000000	14-Nov-03	85	138	0	93926386	209486484
6.1	2326	35000000	20-Aug-10	0	0	0	27776620	90676620
6.7	13391	25000000	27-Jan-06	73	91	42041450	47279279	122540909
7.3	14472	500000	20-Aug-04	0	0	0	603951	967749
4.7	10121	41000000	22-Aug-03	18	0	0	22108977	22108977
4.8	13381	60000000	11-Jul-08	19	0	0	11803254	50648806
8.2	141212	30000000	15-Dec-04	91	132	0	100492203	216763646
3.1	5468	17500000	20-Feb-09	26	0	27100919	90508336	90508336
5.5	15260	40000000	2-May-08	14	0	14330761	46012734	105508112
7	63607	18000000	30-Apr-04	83	97	0	86047227	128947227
6.3	12754	4500000	22-Feb-02	0	0	0	92723	92723
3.4	1379	24000000	27-Mar-98	4	0	0	4356126	4356126
6.9	215	51000000	23-Jun-00	48	116	0	90570999	149270999
7.1	38695	85000000	9-Dec-05	36	145	32837435	57010853	161510853
7	119704	90000000	1-Jul-97	91	98	0	250690539	587790539
6.8	30630	32000000	10-Nov-00	41	128	0	48814909	82339483
8.7	274524	5000000	16-Mar-01	0	113	0	25544867	39665950
5.8	21449	60000000	3-Apr-98	17	112	0	32983332	32983332
4.9	307	600000	31-Oct-00	14	0	0	173599	173599
7.8	9363	22000000	3-Mar-06	0	0	0	1054361	1054361
5.6	13108	30000000	12-Feb-99	31	132	0	52880016	52880016
6.9	56067	85000000	13-Nov-98	50	154	0	44650003	44650003
7.6	16134	3200000	16-Jul-04	0	0	0	6529624	9892434
0	0	22000000	21-Sep-01	11	0	0	6047691	6047691
8	121540	37000000	17-Dec-99	83	188	0	22450975	48446802
6.4	33763	24000000	6-Nov-09	53	93	8155901	32428195	67348218
6.6	1351	2500000	31-Mar-06	0	0	0	349132	399114
7.4	467	140000000	3-Jul-02	0	88	0	190418803	441818803
0	0	42000000	28-May-10	0	0	0	1237269	11734498
6.8	4489	10000000	22-Dec-00	81	0	0	3041803	3041803
4.7	14297	60000000	24-Mar-05	0	115	0	48478006	101382396
6.9	86222	120000000	24-May-00	0	124	0	215409889	546209889
6.9	74174	150000000	5-May-06	70	0	49824367	133501348	397501348
6.1	42323	45000000	22-Dec-00	41	110	0	106807667	212100000
7.4	19068	65000000	26-Nov-03	59	137	0	26900336	38253433
5.4	9187	80000000	25-Dec-98	52	114	0	50632037	50632037
6.8	24809	72000000	21-Dec-01	41	153	0	27796042	37306334
4.9	1166	3000000	2-Aug-02	0	0	0	19184820	19184820
4.8	8159	15000000	18-Apr-03	30	86	0	34308901	34499204
5.9	13491	35000000	29-Jul-05	35	0	0	43894863	58894863
7.6	11022	2500000	26-Sep-03	64	0	0	432360	9476113
5.1	32449	90000000	10-Mar-00	24	116	0	60874615	106000000
7	10398	4000000	30-Sep-05	53	0	0	864959	864959
6.7	6303	28700000	24-Sep-99	55	0	0	4559569	4559569
6.2	23357	27000000	13-May-05	26	0	0	4476235	16566235
5.7	14706	57000000	17-Aug-01	29	129	0	25528495	62097495
7.4	8986	14200000	27-Jan-06	0	0	0	74205	543306
6.5	18960	35000000	21-Nov-97	50	155	0	25078937	25078937
7.2	561	35000000	13-Mar-98	31	132	0	56968169	56968169
5.1	16320	45000000	13-May-05	16	95	0	82931301	155931301
6.7	8346	21000000	27-Sep-02	62	0	0	6830957	6830957
6.1	23657	65000000	19-Dec-03	35	117	0	63803100	121598309
7.2	38023	4000000	26-Dec-01	85	111	0	31273922	44873922
7.2	265	21600000	27-Jul-07	0	120	0	635733	791154
5.6	1563	21000000	22-Oct-99	14	0	0	17396	17396
6.8	20689	75000000	21-Jul-06	74	0	71719512	73661010	140161010
8.3	65773	20000000	29-Oct-99	0	0	0	2374107	150350000
7.2	11314	1200000	22-Feb-02	0	0	0	13876974	13876974
7.4	39908	5000000	24-Dec-03	82	109	0	34469210	58003694
7.4	39908	115000000	2-Nov-01	95	95	0	255870172	526864330
0	0	4000000	25-Jul-03	0	0	0	146402	146402
5.7	8640	25000000	22-Aug-97	17	95	0	41076865	41076865
8	55251	5000000	12-Jun-09	0	97	1978111	5010163	6934829
5.2	6907	26000000	20-Feb-04	13	0	0	14469428	14469428
6.4	3831	6000000	20-Dec-02	84	0	0	267194	267194
6.5	26948	42000000	25-Jan-02	52	119	0	35228696	54639865
7.3	2105	53000000	18-May-01	0	123	0	57386369	179213196
7.1	2417	25000000	25-Nov-09	84	107	0	1190003	1190003
6.4	69613	60000000	22-Dec-04	38	115	0	279167575	516567575
7	84924	55000000	6-Oct-00	84	108	0	166225040	301500000
5.6	6202	30000000	17-Sep-04	55	0	0	21800302	21827296
6.1	126	28000000	6-Feb-04	0	92	0	64378093	64445708
7.7	135142	102000000	21-Jun-02	91	145	0	132024714	358824714
0	0	40000000	13-Nov-09	0	0	7571489	20999103	46467231
5.2	174	6000000	20-Mar-98	0	0	0	12716953	31716953
7.1	8831	20000000	9-Dec-05	66	0	5796061	11036366	14466366
3.2	16672	30000000	21-Nov-97	7	91	0	35927406	51327406
6.6	9684	23000000	20-Dec-96	81	0	0	12803305	12803305
5.9	8559	45000000	26-Sep-08	34	0	9178061	7916887	9110458
6.1	14934	38000000	19-Dec-97	0	95	0	61894591	61894591
5.3	2762	7500000	24-Jul-03	25	0	0	533344	533344
7.1	10236	30000000	29-Dec-06	66	92	7821056	3005605	35025861
6.1	416	2000000	20-Nov-09	0	0	0	17896	17896
2.4	47281	30000000	25-Jan-08	2	0	12248893	38233676	84646831
5.5	1338	28000000	1-Oct-99	37	0	0	8891623	8891623
7.8	65704	15000000	28-Dec-05	77	0	7210408	23089926	87989926
7.2	900	7000000	7-May-10	0	0	0	1105266	1105266
6.7	13881	15000000	22-Jun-07	78	100	5455645	9176787	18932117
0	0	15000000	25-Jan-02	0	0	0	673414	673414
7.1	148874	127000000	15-May-03	73	138	0	281553689	738576929
6.5	123347	110000000	5-Nov-03	37	129	0	139259759	424259759
7.1	1576	800000	7-May-04	0	0	0	62544	62544
7.2	34256	90000000	19-Jun-98	86	88	0	120620254	303500000
7.9	103026	15000000	8-Oct-01	81	0	0	7219578	11919578
6.8	95658	80000000	7-May-99	54	124	0	155385488	416385488
6.2	68084	98000000	4-May-01	47	129	0	202007640	433007640
5.1	41570	175000000	1-Aug-08	13	111	43147886	102491776	397912118
7.8	79529	75000000	23-Dec-05	78	0	33113440	47379090	130279090
6.1	5945	24000000	14-Jul-99	62	88	0	16304786	16304786
5.9	22318	50000000	19-Apr-02	31	120	0	31874869	56643267
5.5	6507	15000000	27-Aug-99	51	0	0	11614954	11614954
6.4	67133	110000000	22-Dec-06	43	108	153389976	250863268	574480841
4.4	7812	40000000	7-Sep-01	10	104	0	27053815	27053815
6.6	32307	40000000	14-Feb-07	63	96	21145518	50572589	145556146
7.1	14021	30000000	29-Dec-04	0	0	0	3765585	18765585
6	51921	135000000	28-Jul-06	47	132	37652030	63478838	163818556
6.8	26582	175000000	27-Mar-09	72	95	83851943	198351526	381687380
7.2	13602	6000000	16-Apr-03	88	0	0	17583468	18552708
5.9	37696	40000000	2-Mar-01	55	124	0	66808615	147808615
6.2	37287	46000000	20-Jun-97	72	105	0	126813153	287200000
0	0	14000000	15-Dec-00	19	83	0	46729374	73180297
6.9	9029	7000000	12-Jan-00	72	95	0	34099640	35512760
6.5	2961	1100	5-Aug-05	0	0	0	181041	181041
7.4	17135	2000000	17-Jun-05	82	0	0	3885134	5409058
4.5	4918	60000000	12-Feb-99	13	93	0	36850101	36850101
6.3	6366	21500000	20-Dec-96	50	102	0	22331846	22331846
7.4	13839	27500000	26-Jun-09	48	108	21467223	49200230	89053995
7	7242	1700000	17-Jun-05	0	0	0	1000915	3800915
0	0	68000000	6-Aug-99	0	120	0	29762011	29762011
8	119484	30000000	8-Oct-03	87	137	0	90135191	156835191
5.7	31455	32000000	16-Jun-06	40	0	46582125	80197993	99197993
7.3	19248	7500000	20-Dec-02	83	0	0	10465659	10465659
6.9	46608	225000000	16-May-08	67	0	77773230	141621490	419490286
6.9	83989	100000000	19-Nov-04	44	131	0	173005002	347405002
6.6	4701	35000000	1-Dec-06	37	102	26142500	37629831	46432264
6.2	21708	21000000	14-Mar-08	23	0	18692319	24850922	39319801
5.7	22859	50000000	30-Sep-05	21	109	0	18782227	41982227
0	0	25000000	5-Feb-10	0	0	0	0	0
8.3	197898	25000000	9-Nov-07	95	0	45877844	74273505	162103209
8.1	159123	92000000	5-Nov-04	97	121	0	261441092	632882184
7.2	46511	50000000	29-Jul-98	81	138	0	44705766	49105766
5.3	12554	35000000	30-Apr-10	13	0	0	63075011	105175011
5.2	1010	5000000	9-Jan-09	35	0	13828911	10572742	10572742
5.4	14268	13000000	10-May-02	7	88	0	28972187	28972187
5.7	4443	27000000	27-Mar-98	61	0	0	10341093	10341093
4.4	6104	25000000	3-Mar-00	19	0	0	14983572	24355762
6.3	3776	1900000	11-Jul-03	57	0	0	1420578	1445140
6.8	25695	26000000	29-Dec-04	84	109	0	45489752	63489752
6.9	66362	42000000	28-May-99	82	123	0	116089678	363728226
5	35082	80000000	10-Nov-00	21	90	0	39442871	58270391
7.3	4968	10000000	27-Dec-02	77	0	0	1562800	1562800
6	10391	37000000	4-Apr-08	50	0	18322434	48006762	94081683
6.3	20078	50000000	25-Nov-09	25	0	14085314	38122883	57422883
6.6	50510	38000000	10-Mar-00	0	133	0	18653746	58394308
7.3	252	15000000	15-Sep-10	62	0	0	186830	186830
4.9	5461	65000000	27-Oct-00	23	0	0	10014234	10014234
5.9	25631	150000000	22-May-09	0	104	48547729	177243721	413054631
6.8	24021	10000000	3-Oct-08	73	90	10327750	31487293	31487293
6.3	9811	19000000	16-Jan-09	50	0	21503929	36842118	44473591
8.3	4086	2000000	27-Jul-07	94	0	0	1433319	1433319
5.5	1224	40000000	16-Mar-07	0	0	0	79123	79123
8	19600	1000000	7-Dec-01	93	0	0	1067481	2684207
6.3	16952	28000000	27-Jul-07	40	103	27029295	43107979	92107979
8	95850	30000000	25-Jun-04	52	123	0	81001787	102276787
5.5	2189	250000	22-Jul-05	0	0	0	191862	191862
5.8	6233	6000000	16-Nov-01	37	0	0	2025238	2522928
0	0	6500000	7-Mar-03	0	0	0	6173485	6173485
6.9	76557	400000	11-Jun-04	70	82	0	44540956	46140956
7.2	16497	30000000	21-Oct-05	69	0	14349786	18324242	23624242
7.5	9700	8500000	9-Mar-07	0	122	9364773	13610521	20180109
6.9	3264	2000000	11-Feb-05	0	0	0	691880	691880
6.4	36323	60000000	10-Oct-03	75	100	0	35327628	121327628
6.5	38227	90000000	22-Apr-05	58	118	0	72708161	163954076
5.9	8437	4000000	4-Aug-06	40	0	8927227	7836393	10547755
0	0	50000000	13-Feb-09	59	118	7276738	25450527	53850527
6.2	59174	32000000	23-Feb-07	8	95	27576238	35193167	76593167
6.4	20354	24000000	8-Sep-00	84	110	0	25170054	27732366
5.9	5379	25000000	21-Dec-01	0	83	0	80936232	102992536
4.3	17075	84000000	28-Jul-00	0	107	0	123307945	161600000
5.8	511	500000	12-Jul-02	0	0	0	307631	307631
7.9	86828	25000000	12-Nov-04	82	106	0	51676606	118676606
8.2	99464	20000000	21-Sep-07	82	147	15272435	18354356	53813837
6.9	33248	30000000	25-Dec-05	60	0	8200002	12712093	26184400
6.5	25136	4200000	17-Feb-06	0	0	7476421	1502188	33923550
0	0	40000000	7-May-04	11	0	0	14018364	21215882
5.9	8492	15000000	17-Apr-98	50	112	0	29145924	29145924
6.1	23742	18000000	11-Jan-02	47	82	0	41059716	43308707
7.6	139034	110000000	7-Dec-01	81	116	0	183417150	450728529
6	89861	85000000	10-Dec-04	55	125	0	125531634	363531634
6.9	76884	85000000	8-Jun-07	70	122	48258805	117144465	311744465
7.6	1429	80000000	22-Apr-10	0	0	0	19422319	72965951
7.9	80972	10000000	19-Feb-99	80	0	0	10827813	12827813
7	13755	16000000	11-Oct-02	69	0	0	16357770	21657770
5.4	24523	25000000	6-Jun-06	26	0	10468933	54607383	119607383
6.6	48477	60000000	22-Dec-99	49	162	0	75530832	100230832
8	34348	150000	16-Jun-07	97	0	0	9445857	18997174
7.1	643	1000000	7-Jul-06	82	0	0	144601	206351
7	42134	12000000	21-Aug-02	81	96	0	31597131	52223306
6.9	5591	30000000	18-Sep-98	88	127	0	23337196	26708196
4.7	887	15000000	25-Sep-09	0	97	1238181	102458	7583050
3.4	2617	10000000	26-Oct-01	18	0	0	4356743	4356743
6	2993	20000000	13-Oct-06	16	124	20554010	13395961	13395961
6.5	468	9000000	22-Nov-06	0	0	0	14443	14443
6	52	85000000	29-Sep-06	47	87	96622855	85105259	189901703
5.9	23667	500000	6-Aug-04	0	79	0	30500882	52100882
7.5	26438	26000000	15-Aug-03	79	139	0	58328680	68293719
4.9	9119	35000000	5-Sep-03	0	0	0	7659747	11559747
6	15592	1000000	23-Oct-98	0	0	0	582024	627287
5.6	15939	26000000	3-Aug-01	12	0	0	16521410	16521410
7.4	4737	500000	30-Jan-04	0	0	0	1127331	1971479
6.7	3782	12500000	31-Dec-97	65	0	0	1612957	1612957
7	60477	24000000	21-Feb-03	60	91	0	75155000	86325829
6	10959	70000000	10-Aug-01	54	0	0	13596911	13596911
5.6	7396	35000000	17-Aug-01	13	0	0	13264986	13264986
7	10748	65000000	23-Sep-05	59	0	0	2070920	26670920
5.8	7153	11000000	21-Nov-01	8	0	0	13906394	13906394
6.4	18299	50000000	23-Jan-09	0	115	1757108	166003	1250617
7.1	38263	48000000	26-Jun-98	93	129	0	37562568	37562568
4.9	151	50000000	3-Oct-03	65	105	0	41083108	55489826
4.9	6338	40000000	2-Apr-99	24	92	0	28544120	28544120
7	5789	10000000	2-May-03	78	0	0	1011054	1011054
5.3	22590	56000000	4-Mar-05	20	97	0	113006880	198006880
8.4	153762	16000000	29-Dec-06	0	0	40776265	37634615	83234615
7.1	87326	25000000	25-Feb-04	50	127	618454	370782930	611899420
6.3	31481	50000000	25-Dec-98	24	110	0	135041968	202200000
5.8	304	50000000	5-Feb-99	51	110	0	81526121	161626121
6.1	35660	60000000	25-Dec-03	28	119	0	53789313	89350576
5.4	47541	35000000	17-Oct-08	17	0	25346362	40687294	85761789
5.3	12439	45000000	11-Aug-04	0	115	0	95149435	122071435
5.9	23486	30000000	3-Aug-01	46	115	0	108244774	165334774
5.8	21524	50000000	26-Sep-97	45	123	0	41263140	62967368
7.1	16894	100000000	25-Dec-03	76	113	0	48417850	95255485
5.5	6305	20000000	25-Apr-03	0	0	0	121972	121972
6.2	808	6600000	21-May-10	0	0	0	828	828
6.5	16324	14000000	7-Aug-09	60	0	3994342	15515460	20613298
2.2	6343	3000000	7-Apr-06	23	0	18090044	7061128	7271305
6.8	5233	4000000	28-Feb-03	0	0	0	563711	563711
7.2	42832	55000000	22-Dec-04	33	143	0	51225796	158225796
7.2	68874	11000000	4-Apr-03	71	81	0	46566212	97837138
8.5	134516	35000000	27-Dec-02	0	149	0	32519322	120000000
5.1	28456	80000000	10-Feb-06	22	0	23182695	82226474	158926474
8	232719	125000000	9-Jul-03	0	143	0	305411224	655011224
7.3	150446	225000000	7-Jul-06	54	151	320830925	423315812	1065659812
7	133241	300000000	25-May-07	45	167	296060575	309420425	960996492
6.4	49383	120000000	11-Jun-04	29	119	0	57712751	107212751
7	55217	23000000	18-Feb-00	55	110	0	39235088	53182088
5.1	6039	24000000	24-Dec-99	0	0	0	8427204	8427204
5.1	4411	12000000	12-May-00	13	0	0	6982680	6982680
5.8	20451	95000000	12-Feb-10	50	0	30795712	88761720	226435277
6.6	175	13000000	4-May-07	0	0	0	4857374	4857374
5.3	224	9000000	14-May-10	0	0	0	883454	883454
5.3	19382	27000000	16-Jul-99	38	82	0	31770413	31770413
4.4	6981	35000000	23-Apr-10	20	106	7571152	37490007	77090007
6.9	22609	45000000	19-Jan-01	77	0	0	19719930	29406132
6.1	23099	65000000	8-Dec-00	39	135	0	32598931	62761005
7.1	9669	6000000	15-Dec-00	82	0	0	8596914	10557291
5.5	72763	100000000	27-Jul-01	44	120	0	180011740	362211740
7.4	1023	3000000	30-Apr-10	88	0	0	4028339	4028339
6.1	9645	50000000	20-Nov-09	22	0	15341764	42194060	108005745
3.7	9207	100000000	16-Aug-02	6	0	0	4411102	7094995
4.8	2072	5000000	8-Apr-98	27	104	0	23047939	23047939
6.7	53455	15000	25-Sep-09	82	85	14051496	107918810	193770453
0	0	26000000	6-Aug-08	0	0	45217362	87341380	100941380
3.5	3215	45000000	25-Dec-02	0	0	0	3681811	31681811
6.5	496	15000000	29-Jun-01	0	0	0	0	0
6.9	29428	40000000	25-Sep-09	28	0	4018696	10330853	17033431
6.4	50482	33000000	16-Apr-04	30	124	0	33664370	54664370
0	0	30000000	21-Jul-00	0	99	0	43746923	133946923
3.5	2577	3000000	6-Apr-01	23	0	0	17052128	68452128
6.7	28550	170000000	10-Nov-04	56	99	0	181320597	305420597
5.8	38276	42000000	16-Jan-04	26	90	0	88073507	170360435
7.8	13821	34000000	14-Aug-09	0	0	12626319	15090399	199090399
4.5	6183	3500000	29-Jun-01	27	0	0	3293258	3293258
5.6	35930	160000000	12-May-06	33	0	19732418	60674817	181674817
6.4	6789	25000000	16-Aug-02	64	0	0	10103647	14805812
0	0	20000000	15-Feb-02	46	72	0	48430258	109862682
5.5	20196	60000000	16-Oct-98	21	105	0	46850558	68336997
6.8	66627	35000000	30-Jun-06	75	0	95856827	124740460	326551094
7.5	25415	50000000	13-Nov-09	0	134	1374953	8017467	37472651
5.7	9058	20000000	3-Sep-04	18	0	0	15712072	16612072
6.7	15340	65000000	20-Mar-98	80	143	0	39017984	39017984
7.5	24504	10000000	6-Nov-09	0	109	20130576	47566524	63471431
6.7	24596	30000000	24-Oct-08	34	129	11495577	15740721	43440721
5.5	1230	28000000	11-Nov-05	85	0	53281347	38372662	120918508
0	0	80000000	12-Jul-02	0	117	0	104054514	181054514
6.9	22257	40000000	9-Jul-10	63	109	0	51920690	124549380
6.2	2580	8000000	24-Jan-97	62	0	0	590817	590817
7.5	51704	63700000	27-Dec-06	58	147	7529604	2223293	132180323
5.6	9547	30000000	2-Apr-04	0	111	0	28165882	29356757
5.1	7278	10000000	17-Jun-05	5	0	0	16535005	19535005
7.8	77939	55000000	15-Dec-06	66	116	90857430	162586036	306086036
6.9	17454	7000	8-Oct-04	0	80	0	424760	565846
5.4	96186	151500000	25-May-01	26	183	0	198539855	449239855
0	0	20000000	16-Mar-07	8	97	33241945	47852604	81461343
6.8	24569	60000000	18-Dec-98	79	97	0	101413188	218600000
0	0	45000000	16-Dec-05	0	0	5338452	19398532	32952995
5.1	4263	18000000	11-Apr-08	8	85	8497205	43869350	57109687
6.9	18622	20000000	16-Sep-05	64	0	9239421	7535331	8284331
6.9	68737	48000000	29-Mar-02	76	112	0	95308367	196308367
5.4	397	40000000	19-Jun-09	43	107	83691948	163958031	317358031
0	0	200000000	28-May-10	0	103	0	90755643	335055643
8.4	207322	40000000	20-Oct-06	75	131	45394364	53089891	107896006
0	0	1000000	24-Oct-03	0	0	0	0	0
5.5	24045	80000000	25-Dec-97	10	177	0	17650704	17650704
6	3085	4000000	4-Aug-00	55	0	0	267972	267972
4.5	19769	20000000	4-Dec-98	35	100	0	21541218	37226218
6.9	78302	110000000	28-Jun-00	62	165	0	113330342	215300000
7.1	71323	102500000	1-Jul-09	68	0	35026854	97104620	210379983
5.9	3234	25000000	3-Jul-02	0	0	0	11411644	16425701
5	846	7500000	11-Aug-06	11	0	0	20264436	29771485
7.4	49786	25000000	11-Oct-02	79	0	0	17791031	24591031
6.1	20865	35000000	5-Dec-08	26	101	10872355	8050977	8199130
6	26623	38000000	6-Feb-09	23	111	16118548	31811527	44411527
5.9	16160	33000000	23-Apr-99	49	0	0	8408835	8408835
7.6	26331	19400000	20-Dec-06	74	125	7574035	8060487	15118795
6.8	36762	40000000	20-Oct-00	40	123	0	33508922	33508922
4.7	20268	35000000	22-Feb-02	17	101	0	30307804	30307804
7.2	14285	20000000	22-Nov-02	87	0	0	12987647	12987647
3.5	1591	15000000	25-Oct-02	0	0	0	22723	22723
6.1	21939	12000000	10-Oct-08	58	0	13657408	31691811	36091811
7.6	34785	15000000	30-Sep-06	97	103	29161789	56441711	122840603
5	3053	40000000	15-May-98	33	85	0	22772500	38172500
6.5	7689	900000	25-Aug-06	0	0	0	381420	381420
7.1	2577	400000	2-Aug-06	0	0	0	1692693	2522787
7.6	13241	7000000	29-Nov-02	87	0	0	6199600	16199600
6.9	12070	35000000	24-Oct-03	35	109	0	52333738	53293628
6.9	20514	40000000	21-Nov-97	84	135	0	45916769	45916769
7.3	82600	47500000	25-Jan-08	0	0	38751777	42754105	116754105
