Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Flight_Date,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total_$,Number_of_Strikes,Speed_IAS_in_knots
CHARLESTON AFB/INTL ARPT,C-141B,None,8/19/94 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,100
HOUSTON-HOBBY,B-737-200,None,8/19/94 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,130
INDIANAPOLIS INTL,MD-80,None,8/19/94 0:00,AMERICAN AIRLINES,Indiana,Approach,Small,Rock pigeon,Day,0,0,0,1,140
JOHN F KENNEDY INTL,B-727,None,8/19/94 0:00,DELTA AIR LINES,New York,Climb,Small,Laughing gull,Day,0,0,0,1,
JOHN F KENNEDY INTL,B-757-200,None,8/19/94 0:00,UNITED AIRLINES,New York,Climb,Small,Laughing gull,Day,0,0,0,1,
PORT COLUMBUS INTL,EMB-120,None,8/19/94 0:00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,Small,Mourning dove,Day,0,0,0,1,
PHILADELPHIA INTL,DC-9-30,None,8/20/94 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,160
CHICAGO O'HARE INTL ARPT,B-727-200,None,8/20/94 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,170
RONALD REAGAN WASHINGTON NATL,B-737-300,Minor,8/21/94 0:00,US AIRWAYS*,DC,Landing Roll,Large,Unknown bird - large,Night,0,0,0,1,140
INDIANAPOLIS INTL,SAAB-340,None,8/21/94 0:00,COMAIR AIRLINES,Indiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,32
PORTLAND INTL (OR),B-757-200,None,8/21/94 0:00,UNITED AIRLINES,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
CHARLESTON AFB/INTL ARPT,C-141B,None,8/21/94 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,200
EPPLEY AIRFIELD,B-737-300,None,8/22/94 0:00,DELTA AIR LINES,Nebraska,Landing Roll,Large,Unknown bird - large,Day,0,0,0,1,110
BALTIMORE WASH INTL,B-737-400,None,8/22/94 0:00,US AIRWAYS*,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
BALTIMORE WASH INTL,B-737-200,None,8/22/94 0:00,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,140
CHICAGO O'HARE INTL ARPT,B-737,None,8/23/94 0:00,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/24/94 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,140
ATLANTA INTL,B-737-300,None,8/24/94 0:00,CONTINENTAL AIRLINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
CHICAGO O'HARE INTL ARPT,B-727,None,8/24/94 0:00,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,
PORT COLUMBUS INTL,B-737-200,None,8/25/94 0:00,AMERICA WEST AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,120
GEORGE BUSH INTERCONTINENTAL,MD-80,None,8/25/94 0:00,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
EPPLEY AIRFIELD,CL-RJ100/200,None,8/26/94 0:00,COMAIR AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,1,145
SAN ANTONIO INTL,B-737-300,None,8/26/94 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,250
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,Medium,8/26/94 0:00,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Night,0,0,0,1,100
SALT LAKE CITY INTL,B-767,None,8/27/94 0:00,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
SALT LAKE CITY INTL,B-757-200,None,8/27/94 0:00,DELTA AIR LINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
CHICAGO O'HARE INTL ARPT,MD-82,Medium,8/28/94 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,170
RONALD REAGAN WASHINGTON NATL,DC-9,None,8/28/94 0:00,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,160
ATLANTIC CITY INTL,LEARJET-35,Substantial,8/28/94 0:00,BUSINESS,New Jersey,Take-off run,Small,American kestrel,Day,54787,195669,250456,1,
ATLANTA INTL,L-1011,None,8/28/94 0:00,DELTA AIR LINES,Georgia,Landing Roll,Small,Unknown bird - small,Night,0,0,0,1,100
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,Medium,8/29/94 0:00,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,170
LAMBERT-ST LOUIS INTL,BA-31 JETSTR,None,8/29/94 0:00,TRANS STATES AIRLINES,Missouri,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
CHARLESTON AFB/INTL ARPT,C-9,None,8/29/94 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,1,90
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/29/94 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,130
INDIANAPOLIS INTL,B-737-200,None,8/29/94 0:00,UNITED AIRLINES,Indiana,Approach,Small,Killdeer,Day,0,0,0,1,145
NASHVILLE INTL,B-737,None,8/29/94 0:00,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,1,160
ATLANTA INTL,B-757-200,None,8/30/94 0:00,DELTA AIR LINES,Georgia,Approach,Small,European starling,Day,0,0,0,1,130
BALTIMORE WASH INTL,B-737-300,None,8/30/94 0:00,US AIRWAYS*,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-500,None,8/31/94 0:00,CONTINENTAL AIRLINES,Kentucky,Landing Roll,Large,Canada goose,Day,0,0,0,1,110
NASHVILLE INTL,B-737-300,Substantial,8/31/94 0:00,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,95
NASHVILLE INTL,B-727,None,8/31/94 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,Substantial,9/1/94 0:00,COMAIR AIRLINES,Kentucky,Landing Roll,Large,Canada goose,Day,0,0,0,1,90
SAN FRANCISCO INTL ARPT,MD-80,None,9/1/94 0:00,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,9/1/94 0:00,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,250
LOUISVILLE INTL ARPT,B-737,None,9/1/94 0:00,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,9/2/94 0:00,TRANS WORLD AIRLINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
BALTIMORE WASH INTL,DC-9-30,None,9/2/94 0:00,ABX AIR,Maryland,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,1,
EPPLEY AIRFIELD,MD-82,None,9/2/94 0:00,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,9/3/94 0:00,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,9/3/94 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,1,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,9/3/94 0:00,DELTA AIR LINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,1,
NASHVILLE INTL,SAAB-340,None,9/4/94 0:00,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,120
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/5/94 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,128
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,9/5/94 0:00,ATLANTIC COAST AIRLINES,DC,Descent,Small,Unknown bird - small,Day,0,0,0,1,230
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/6/94 0:00,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,1,160
CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/94 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,1,155
NASHVILLE INTL,MD-80,None,9/6/94 0:00,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,145
SALT LAKE CITY INTL,MD-83,None,9/6/94 0:00,UNKNOWN,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,150
NASHVILLE INTL,DC-9,None,9/6/94 0:00,US AIRWAYS*,Tennessee,Approach,Small,Mourning dove,Dusk,0,0,0,1,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/6/94 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Mourning dove,Dusk,0,0,0,1,160
CHICAGO MIDWAY INTL ARPT,B-737-200,None,9/6/94 0:00,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,9/7/94 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,1,190
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/8/94 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,9/8/94 0:00,NORTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
BALTIMORE WASH INTL,B-727-200,None,9/8/94 0:00,US AIRWAYS*,Maryland,Climb,Small,Unknown bird - small,Day,0,0,0,1,250
AUSTIN-BERGSTROM INTL,FOKKER F100,None,9/8/94 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
GREATER PITTSBURGH,DC-9-30,None,9/9/94 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,190
CHICAGO O'HARE INTL ARPT,B-757-200,None,9/9/94 0:00,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/9/94 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/9/94 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,180
GREATER PITTSBURGH,B-737-400,None,9/9/94 0:00,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,120
GEORGE BUSH INTERCONTINENTAL,MD-80,None,9/10/94 0:00,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,9/10/94 0:00,ASTAR AIR CARGO,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
CHARLESTON AFB/INTL ARPT,C-141B,None,9/11/94 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,140
CHARLESTON AFB/INTL ARPT,C-141B,None,9/11/94 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,100
SALT LAKE CITY INTL,B-737,None,9/11/94 0:00,UNITED AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,1,
LAGUARDIA NY,B-757-200,Substantial,9/11/94 0:00,NORTHWEST AIRLINES,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,1,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,9/11/94 0:00,DELTA AIR LINES,Kentucky,Climb,Small,Mourning dove,Dusk,0,0,0,1,170
EPPLEY AIRFIELD,MD-80,None,9/12/94 0:00,AMERICAN AIRLINES,Nebraska,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,1,120
NEWARK LIBERTY INTL ARPT,MD-80,None,9/12/94 0:00,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,1,180
SALT LAKE CITY INTL,L-1011,None,9/13/94 0:00,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,PA-31 NAVAJO,None,9/13/94 0:00,BUSINESS,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,110
GREATER PITTSBURGH,FOKKER F100,None,9/13/94 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,170
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,9/13/94 0:00,PIEDMONT AIRLINES,North Carolina,Take-off run,Small,Mourning dove,Day,0,0,0,1,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,9/13/94 0:00,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Night,0,0,0,1,
SAN FRANCISCO INTL ARPT,B-737-300,Substantial,9/14/94 0:00,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,150
LAGUARDIA NY,B-737-200,None,9/14/94 0:00,DELTA AIR LINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,210
GREATER PITTSBURGH,B-737-300,Medium,9/14/94 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,1,134
CHICAGO O'HARE INTL ARPT,MD-82,None,9/14/94 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
JOHN F KENNEDY INTL,B-767-300,None,9/15/94 0:00,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,1,250
NEW ORLEANS INTL,B-727,None,9/16/94 0:00,DELTA AIR LINES,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
LOGAN INTL,L-1011,None,9/16/94 0:00,DELTA AIR LINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
NEW ORLEANS INTL,B-737-300,None,9/16/94 0:00,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
EPPLEY AIRFIELD,CITATIONJET,None,9/16/94 0:00,BUSINESS,Nebraska,Climb,Small,Unknown bird - small,Day,0,0,0,1,200
KANSAS CITY INTL,MD-82,None,9/17/94 0:00,AMERICAN AIRLINES,Missouri,Approach,Large,Unknown bird - large,Day,0,0,0,1,145
CLEVELAND-HOPKINS INTL ARPT,B-737,None,9/17/94 0:00,CONTINENTAL AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,150
SAN ANTONIO INTL,B-737-400,None,9/17/94 0:00,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,210
NEWARK LIBERTY INTL ARPT,A-320,None,9/18/94 0:00,CONTINENTAL AIRLINES,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,9/18/94 0:00,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,1,120
GREATER PITTSBURGH,FOKKER F100,Medium,9/18/94 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,230
AUSTIN-BERGSTROM INTL,B-737-400,None,9/18/94 0:00,US AIRWAYS*,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,240
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,9/19/94 0:00,US AIRWAYS*,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,130
LAMBERT-ST LOUIS INTL,B-727,None,9/19/94 0:00,TRANS WORLD AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,1,180
CHICAGO MIDWAY INTL ARPT,DC-9-30,None,9/20/94 0:00,US AIRWAYS*,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,200
SEATTLE-TACOMA INTL,B-737-400,None,9/20/94 0:00,ALASKA AIRLINES,Washington,Climb,Small,Unknown bird - small,Dusk,313,0,313,1,170
PHILADELPHIA INTL,B-737-200,None,9/20/94 0:00,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,1,250
CHICAGO O'HARE INTL ARPT,B-737,None,9/21/94 0:00,UNITED AIRLINES,Illinois,Landing Roll,Large,Great blue heron,Day,0,0,0,1,100
WASHINGTON DULLES INTL ARPT,DC-10-10,Minor,9/21/94 0:00,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
LOGAN INTL,B-737-300,Minor,9/21/94 0:00,US AIRWAYS*,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
LIHUE ARPT,B-737-200,None,9/22/94 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,9/22/94 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
METRO OAKLAND INTL,B-737-300,None,9/22/94 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,230
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/22/94 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,200
CHARLESTON AFB/INTL ARPT,C-141B,None,9/22/94 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,128
JOHN F KENNEDY INTL,B-767-200,None,9/22/94 0:00,AMERICAN AIRLINES,New York,Landing Roll,Small,Mourning dove,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,9/23/94 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
LOUISVILLE INTL ARPT,MD-80,None,9/23/94 0:00,US AIRWAYS*,Kentucky,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,1,100
LIHUE ARPT,B-737-200,None,9/23/94 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,1,140
CHARLESTON AFB/INTL ARPT,C-17A,None,9/24/94 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,122
LAMBERT-ST LOUIS INTL,B-727-200,None,9/24/94 0:00,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,1,138
HONOLULU INTL ARPT,C-135B,None,9/25/94 0:00,MILITARY,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,150
EPPLEY AIRFIELD,MD-82,None,9/25/94 0:00,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,1,240
EPPLEY AIRFIELD,C-152,None,9/25/94 0:00,BUSINESS,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,1,70
KANSAS CITY INTL,DC-9,None,9/26/94 0:00,BUSINESS,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
MINETA SAN JOSE INTL,MD-80,Minor,9/26/94 0:00,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,C-414,None,9/26/94 0:00,PRIVATELY OWNED,Kentucky,Approach,Small,European starling,Day,0,0,0,1,
CHICAGO O'HARE INTL ARPT,DC-9,None,9/26/94 0:00,AIR CANADA,Illinois,Landing Roll,Small,European starling,Day,0,0,0,1,120
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/27/94 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,145
LAMBERT-ST LOUIS INTL,DC-9-30,None,9/27/94 0:00,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,190
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,9/27/94 0:00,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,1,160
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,9/27/94 0:00,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,9/27/94 0:00,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,120
CHICAGO O'HARE INTL ARPT,FOKKER F100,Minor,9/28/94 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Day,0,0,0,1,140
CHARLOTTE/DOUGLAS INTL ARPT,B-757-200,None,9/28/94 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
NASHVILLE INTL,FOKKER F100,None,9/28/94 0:00,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,1,200
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,9/28/94 0:00,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,100
NASHVILLE INTL,FOKKER F100,None,9/28/94 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,127
LOS ANGELES INTL,B-757-200,None,9/28/94 0:00,UPS AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
JOHN F KENNEDY INTL,ATR-42,None,9/29/94 0:00,AMERICAN EAGLE AIRLINES,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
NASHVILLE INTL,B-737-300,None,9/29/94 0:00,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,1,170
WASHINGTON DULLES INTL ARPT,B-727-200,None,9/29/94 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,1,170
PHILADELPHIA INTL,DHC8 DASH 8,None,9/30/94 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,140
LIHUE ARPT,DC-9-50,None,10/1/94 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,1,122
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,10/1/94 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,1,135
DALLAS/FORT WORTH INTL ARPT,B-757-200,Medium,10/2/94 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
JOHN F KENNEDY INTL,SHORTS 360,None,10/2/94 0:00,AMERICAN EAGLE AIRLINES,New York,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,115
JOHN F KENNEDY INTL,A-300,None,10/2/94 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,1,131
SACRAMENTO INTL,B-737-300,None,10/3/94 0:00,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,1,160
GEORGE BUSH INTERCONTINENTAL,FOKKER F100,None,10/3/94 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,1,250
LOGAN INTL,B-727-100,None,10/4/94 0:00,FEDEX EXPRESS,Massachusetts,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,130
ATLANTA INTL,MD-80,None,10/4/94 0:00,AMERICAN AIRLINES,Georgia,Climb,Small,Unknown bird - small,Day,0,0,0,1,180
EPPLEY AIRFIELD,CL-601/604,None,10/4/94 0:00,COMAIR AIRLINES,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,100
GREATER PITTSBURGH,MD-80,None,10/4/94 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,1,
LAGUARDIA NY,B-737-300,Minor,10/5/94 0:00,US AIRWAYS*,New York,Climb,Large,Canada goose,Day,0,0,0,1,200
NEW ORLEANS INTL,BE-1900,None,10/5/94 0:00,MESA AIRLINES,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
CHARLESTON AFB/INTL ARPT,C-17A,None,10/5/94 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,190
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/5/94 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/5/94 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,129
SAN ANTONIO INTL,MD-80,None,10/5/94 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
NEW ORLEANS INTL,B-737-200,None,10/6/94 0:00,CONTINENTAL AIRLINES,Louisiana,Landing Roll,Small,Cattle egret,Day,0,0,0,1,135
DALLAS/FORT WORTH INTL ARPT,ATR-72,None,10/7/94 0:00,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
ATLANTIC CITY INTL,SHORTS 360,None,10/7/94 0:00,ALLEGHENYAIRLINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,1,
SALT LAKE CITY INTL,B-737-200,Minor,10/8/94 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
FORT LAUDERDALE/HOLLYWOOD INTL,B-727,None,10/8/94 0:00,AMERICAN AIRLINES,Florida,Climb,Medium,Red-tailed hawk,Day,0,0,0,1,140
SALT LAKE CITY INTL,B-737-300,None,10/8/94 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/8/94 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,250
MINETA SAN JOSE INTL,B-737-300,Minor,10/9/94 0:00,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,160
